Surge (m),Sway (m),Heave (m),Roll (deg),Pitch (deg),Yaw (deg),Vessel x0Acc rel. g (m/s^2),Vessel y0Acc rel. g (m/s^2),Vessel z0Acc rel. g (m/s^2),Vessel x0Ang Vel (deg/s),Vessel y0Ang Vel (deg/s),Vessel z0Ang Vel (deg/s),Num Category
0.009949759,0.457791782,26.91860542,1.174746327,0.007998606,0.05546909,0.002001204,0.328171037,9.962392156,0.559003439,0.048126764,0.007929991,3
0.016570097,0.444549337,27.04429421,0.857382601,0.031713899,0.050068475,0.000408902,0.278382501,9.933984564,0.703901687,0.04599275,0.015382113,3
0.021745204,0.398985771,27.20239209,0.478336023,0.053851549,0.04076437,0.001132389,0.212433833,9.896780484,0.804229055,0.041794651,0.022870752,3
0.024917629,0.321219578,27.38319949,0.061895361,0.073337829,0.027612574,0.002950299,0.129413322,9.851108774,0.852491278,0.035565799,0.029967472,2
0.025713186,0.21403401,27.57502503,0.364732742,0.089070563,0.011098043,0.005160504,0.032788439,9.798802388,0.844529892,0.027190219,0.035619023,2
0.024017188,0.083290635,27.76473064,0.773093851,0.099933912,0.007770277,0.007531659,0.070937197,9.742935075,0.779565135,0.016674199,0.03899442,2
0.01997913,0.062342739,27.93854046,1.135272209,0.104886586,0.027567476,0.010000336,0.176861737,9.686876393,0.66058324,0.004151589,0.039299721,1
0.01402436,0.211608514,28.08292393,1.425774135,0.103056189,0.046500815,0.012202399,0.277012269,9.635346972,0.494246949,0.009988613,0.035967866,1
0.006811422,0.351479487,28.18566139,1.623313771,0.093882184,0.062587158,0.013946168,0.36527479,9.592961759,0.290686795,0.025057815,0.028676096,1
0.000822298,0.46815477,28.2369292,1.712410387,0.077254382,0.073815862,0.014453643,0.429031639,9.5660371,0.062799707,0.03996384,0.017650983,1
0.008038027,0.549368178,28.23058482,1.684525286,0.053722259,0.078660174,0.013285445,0.461333017,9.55861899,0.174616001,0.053126579,0.004242914,1
0.014118173,0.58576873,28.16500191,1.538949836,0.02456805,0.076309015,0.010907142,0.463187783,9.571628579,0.405178641,0.063063403,0.010502117,1
0.018453829,0.571152721,28.0433717,1.283261064,0.008280737,0.066500176,0.006907398,0.426101297,9.607032088,0.61246317,0.068374896,0.025306831,1
0.020676943,0.504268226,27.87402614,0.932973852,0.042274225,0.049853291,0.001680446,0.352906494,9.661943245,0.781208436,0.067836552,0.03818641,1
0.020666266,0.388850538,27.66992999,0.510842921,0.074469939,0.027750558,0.003952704,0.249925573,9.731349723,0.897922388,0.061009224,0.047981002,2
0.01849057,0.233157492,27.44771187,0.045549755,0.101836106,0.002089355,0.010112564,0.116244764,9.810815545,0.952636045,0.047958163,0.053197559,2
0.014495383,0.05058898,27.22660814,0.430272436,0.121469925,0.024517338,0.015669302,0.031756076,9.891099529,0.939436705,0.029444762,0.05248876,2
0.009178381,0.142579478,27.0264816,0.882073094,0.131028495,0.049313085,0.019580693,0.178881984,9.963919158,0.856726049,0.007212903,0.046262415,2
0.003061535,0.329337499,26.86581743,1.275844866,0.129081251,0.069918005,0.021840937,0.318107237,10.02354773,0.708391736,0.016634224,0.035230109,3
0.003268681,0.492500719,26.76013226,1.580896696,0.115239485,0.08428262,0.022177126,0.437034709,10.06418555,0.503716633,0.039850399,0.02025349,3
0.009173389,0.616054106,26.72039625,1.772408156,0.090243548,0.090812161,0.020641848,0.526181617,10.08214552,0.256839045,0.060209558,0.002553948,3
0.013984319,0.686497519,26.75181523,1.833646245,0.055936221,0.088462803,0.017016104,0.572566856,10.07457004,0.014256392,0.07569229,0.01630098,3
0.017120054,0.695021945,26.85290281,1.757500094,0.015199741,0.077087723,0.011296711,0.568597338,10.04133549,0.289237354,0.084537365,0.033916378,3
0.018202328,0.638950369,27.01531527,1.547383305,0.028256156,0.057623291,0.004290035,0.517000641,9.985610304,0.54655734,0.085640961,0.048301234,3
0.017068163,0.521662362,27.22461209,1.217387838,0.070286002,0.031851807,0.003565924,0.41854856,9.911225841,0.76543961,0.07859538,0.057939194,3
0.01383583,0.352854037,27.46145744,0.791403454,0.106686714,0.002345614,0.01134719,0.283497652,9.824937256,0.927713219,0.063688519,0.061651889,3
0.008880247,0.147399184,27.70356083,0.301487885,0.133665935,0.027892163,0.018015683,0.1247332,9.73462332,1.019190583,0.042094199,0.059410666,3
0.002760369,0.076159446,27.92790286,0.214575422,0.148269827,0.05581037,0.023243107,0.048780656,9.647615068,1.031424199,0.015587289,0.051411121,2
0.003782489,0.296543785,28.11284364,0.716373666,0.148657413,0.078377034,0.026234615,0.219088779,9.573213597,0.962349855,0.01352061,0.038109944,2
0.009956775,0.492339778,28.24042869,1.164050677,0.134382224,0.093034293,0.026245378,0.368028056,9.520061646,0.816266409,0.042319452,0.02103505,1
0.015103531,0.644900472,28.29834983,1.52152026,0.10654985,0.098209509,0.023234634,0.483460181,9.493973532,0.60388093,0.067701762,0.002189106,1
0.018782066,0.740171664,28.28111651,1.759536558,0.067739021,0.093477542,0.017564933,0.556334246,9.498015391,0.341632909,0.086793662,0.016423747,1
0.020791344,0.769895544,28.19048842,1.858252855,0.021743582,0.07954505,0.009928096,0.581375795,9.531941227,0.050405025,0.097324573,0.032945648,1
0.02114035,0.732142371,28.03515839,1.8090375,0.026834466,0.058090839,0.001381775,0.55895046,9.591700892,0.246116902,0.097986127,0.045896793,1
0.019953584,0.630834429,27.82967949,1.61540708,0.073121204,0.031391453,0.006897068,0.492947252,9.670548583,0.523363565,0.088711517,0.054536049,1
0.017380102,0.474970777,27.59293634,1.292861535,0.112519869,0.001951778,0.014525662,0.382956932,9.761791544,0.758371378,0.070488966,0.058243324,1
0.013655236,0.278876033,27.34660062,0.867494216,0.141106946,0.027411707,0.021092553,0.235533885,9.856448708,0.931941639,0.045085218,0.055931999,1
0.009145196,0.061336068,27.11319355,0.373806862,0.15600583,0.053648805,0.025533502,0.068683308,9.943479075,1.029783886,0.015191126,0.047342326,2
0.004247675,0.15723212,26.91375195,0.148046044,0.155768681,0.074053325,0.027244943,0.100970224,10.01412326,1.043797833,0.015864075,0.033492279,2
0.00067585,0.357293727,26.76579261,0.655618226,0.140555968,0.086688634,0.025989481,0.256982356,10.06198676,0.973005057,0.04468235,0.016196768,2
0.005335001,0.522279538,26.68170776,1.107774614,0.112109418,0.090637778,0.02197513,0.385990974,10.08384807,0.823641893,0.068235257,0.002179215,3
0.009517594,0.639976212,26.66774985,1.46820359,0.073521497,0.086042021,0.015742609,0.477421932,10.07924148,0.608634955,0.08426938,0.019320716,3
0.013093549,0.703432068,26.72361599,1.708442901,0.028862298,0.074020087,0.007933726,0.523855279,10.05016411,0.346222529,0.091433214,0.033020349,3
0.016024006,0.711236793,26.8427013,1.810176648,0.017294628,0.056484284,9.05E-05,0.528609568,10.00192609,0.058502224,0.089481448,0.042003202,3
0.018271997,0.666271443,27.01319125,1.766692889,0.060463282,0.035578152,0.007465109,0.491988967,9.939675279,0.230673471,0.079217755,0.046228111,3
0.019798152,0.575329776,27.21933277,1.583097831,0.096695475,0.01347206,0.013821818,0.415540618,9.869040276,0.498244584,0.062062434,0.045654265,3
0.020615914,0.448806381,27.44298232,1.275526942,0.122916498,0.00765657,0.018148552,0.31296009,9.79770159,0.723366232,0.040070045,0.040926927,3
0.020707155,0.298643387,27.66564839,0.869665629,0.137264444,0.026071779,0.020241363,0.191877821,9.73120435,0.889033217,0.015732542,0.033472036,3
0.020031044,0.137478474,27.87012993,0.398376146,0.139172735,0.040506313,0.020428573,0.059918952,9.674097282,0.983670717,0.008558563,0.024132532,3
0.018579063,0.022105461,28.04188574,0.101085486,0.129298709,0.050069996,0.018251083,0.064541439,9.632045021,1.001225691,0.030468553,0.0141002,2
0.016250812,0.170152492,28.17042718,0.589843984,0.109479902,0.054727158,0.013829823,0.171134068,9.607470099,0.941365059,0.047806638,0.00539851,2
0.012812485,0.30030589,28.24984052,1.030429339,0.082466477,0.055378884,0.008487335,0.261841021,9.598458162,0.810057661,0.059170956,0.000830958,1
0.008085414,0.408194369,28.27827819,1.389845526,0.051398708,0.053192346,0.003496592,0.337165739,9.602325712,0.619020898,0.064256212,0.005011319,1
0.002122257,0.490136929,28.25721352,1.642062,0.019324268,0.049040028,0.000750289,0.390265846,9.617660223,0.384103158,0.063554984,0.008029296,1
0.004810396,0.54368127,28.19091524,1.769634139,0.01107578,0.043559375,0.004457157,0.412709771,9.643320746,0.123552559,0.057919357,0.010043766,1
0.012366132,0.568708277,28.085945,1.764574356,0.037626875,0.037489661,0.00734344,0.406119276,9.675685819,0.14318946,0.048482264,0.010710917,1
0.02012927,0.566640266,27.95022455,1.628730218,0.058851985,0.031509577,0.008456807,0.381082588,9.709527558,0.396414815,0.036900611,0.010675822,1
0.027483518,0.538295852,27.79194532,1.373510274,0.074158866,0.025645643,0.008028246,0.33677592,9.743814849,0.617979454,0.024988449,0.011316883,1
0.033694713,0.484370233,27.61930246,1.018550893,0.083702501,0.019458849,0.007264061,0.26724591,9.779467521,0.793314413,0.013886826,0.012661359,1
0.038150172,0.407123548,27.4406358,0.589819172,0.088073335,0.012679689,0.00606013,0.183285168,9.813690368,0.911581059,0.004274235,0.014261075,2
0.04035123,0.309299509,27.26403251,0.117784651,0.088175768,0.005013418,0.004515041,0.091448583,9.84570029,0.965751076,0.003335999,0.016506106,2
0.039916107,0.193818587,27.09722885,0.364719562,0.085032393,0.003892659,0.003458771,0.008363441,9.876458969,0.953444142,0.00903943,0.019069796,2
0.036695134,0.064704127,26.94779292,0.824730241,0.079515828,0.014097225,0.002643427,0.105298903,9.904371391,0.876352597,0.013240919,0.0214964,3
0.030718661,0.073630389,26.82287677,1.231055687,0.07227352,0.025546176,0.002371597,0.197899225,9.929981962,0.739938672,0.01645171,0.023654848,3
0.022231552,0.215646039,26.72924753,1.556223491,0.063600647,0.037871962,0.003008289,0.284663801,9.953137508,0.55349868,0.01946373,0.024471584,3
0.01173975,0.35409322,26.67314557,1.778119048,0.053402341,0.050204658,0.00387576,0.354934051,9.971427053,0.328984706,0.022841487,0.023316111,3
0.000101281,0.481069888,26.6596771,1.881178812,0.041356045,0.06150538,0.005165555,0.409900668,9.9845324,0.080678701,0.026908609,0.019862722,3
0.012462352,0.587517597,26.69252565,1.857479123,0.026985691,0.070409685,0.006627297,0.444318842,9.990287101,0.175393868,0.031838767,0.013333389,3
0.024389921,0.66410801,26.77331071,1.707186893,0.009871923,0.075412485,0.007256882,0.447490095,9.985459578,0.423084942,0.037228063,0.004205715,3
0.034991154,0.703424833,26.9007554,1.438449258,0.010044462,0.075458276,0.006984086,0.421030174,9.969357061,0.64665515,0.042299825,0.006387155,3
0.043477269,0.70030899,27.07045677,1.067042248,0.032352528,0.069964416,0.005731979,0.366157342,9.941375392,0.831525052,0.046158932,0.017553536,3
0.049198479,0.652208712,27.27485374,0.61549588,0.056117555,0.058816193,0.003452911,0.285691347,9.901766265,0.965386835,0.047802993,0.028292428,3
0.051697064,0.559544496,27.50343739,0.111790907,0.079894544,0.042390112,0.000279952,0.184582545,9.851867882,1.038849361,0.04631632,0.037741858,2
0.050742569,0.425777662,27.74326302,0.412246393,0.101833605,0.021515973,0.003468043,0.070070269,9.794317497,1.045980506,0.041007829,0.045164289,2
0.046331276,0.257043369,27.97975784,0.922723019,0.119877664,0.002657784,0.007234222,0.049534048,9.732694818,0.98450368,0.031638433,0.050308509,2
0.038663777,0.061810125,28.19763759,1.3856329,0.131992245,0.028784382,0.011127546,0.173232403,9.669389037,0.85635279,0.018292224,0.052669736,1
0.02822136,0.148391512,28.38164319,1.769000212,0.136316542,0.055076211,0.014578187,0.291535679,9.60950511,0.667613585,0.001396396,0.051372494,1
0.015713167,0.359805227,28.51766493,2.044811788,0.131428968,0.079497292,0.016969735,0.396788835,9.557876575,0.428091818,0.017973366,0.046286538,1
0.002005597,0.557109348,28.59374737,2.190993205,0.116549894,0.099918691,0.018696246,0.48981097,9.51726381,0.151757358,0.038564005,0.036735949,1
0.011817226,0.723103358,28.60079894,2.193327422,0.091596005,0.113891083,0.018879228,0.555701367,9.494683999,0.144240295,0.058797597,0.022196751,1
0.024642254,0.841424532,28.53389735,2.046679205,0.057402824,0.119263614,0.016893343,0.584203477,9.495011809,0.440811471,0.076467883,0.00386049,1
0.03550925,0.898892083,28.39326856,1.755890624,0.015814804,0.114685866,0.013157793,0.57340714,9.519777101,0.717336242,0.089454587,0.016896205,1
0.043636801,0.886663219,28.18473998,1.336113815,0.030419458,0.099660871,0.007244652,0.511851934,9.571397899,0.953622794,0.095762754,0.037952273,1
0.048591159,0.803012774,27.92022818,0.812097753,0.077702713,0.075082175,0.000432596,0.400203522,9.646744063,1.131632785,0.093705226,0.056042009,2
0.050312768,0.654051121,27.61728139,0.216882105,0.121883845,0.04323273,0.008577193,0.24956708,9.738386103,1.236446307,0.082687798,0.068692206,2
0.048976756,0.452427792,27.29771838,0.410191333,0.158748137,0.00723255,0.016479603,0.068161674,9.838490945,1.258034721,0.063223826,0.074228842,2
0.044959321,0.216530181,26.98597478,1.026283841,0.184450593,0.029225929,0.023458648,0.130483397,9.937430576,1.192485395,0.036771654,0.071414237,3
0.038822648,0.031176813,26.70692244,1.588186108,0.195960302,0.062205888,0.028488446,0.324637119,10.02444285,1.042163817,0.005743462,0.060182631,3
0.031212515,0.267518926,26.4831788,2.055374889,0.191540075,0.088219617,0.030441321,0.489558223,10.09000681,0.815376564,0.026651668,0.042379953,3
0.022710651,0.472505089,26.33245983,2.392886339,0.171123733,0.105015786,0.028962746,0.609313716,10.1286746,0.526040466,0.056931281,0.021281232,3
0.013778682,0.631570894,26.26573751,2.57399094,0.136391727,0.111859215,0.024284243,0.674929271,10.13841156,0.193052242,0.08195668,0.000282905,3
0.004753633,0.736447705,26.28631378,2.582365392,0.090574765,0.109421398,0.017000072,0.684019031,10.12034534,0.161039572,0.099261452,0.01761681,3
0.004137451,0.78482918,26.38989188,2.413600809,0.038027932,0.099405666,0.008457304,0.644475873,10.07899516,0.511335602,0.107417405,0.030811837,3
0.012683723,0.778629855,26.56566965,2.075946139,0.016389964,0.083847702,0.000316508,0.561882354,10.01948181,0.832497127,0.106112078,0.039177288,3
0.020663738,0.722996345,26.79782376,1.589971242,0.067887031,0.064756383,0.00840457,0.444467949,9.948078765,1.100891598,0.09596914,0.043144711,3
0.027834874,0.62536573,27.06736971,0.987314837,0.112254172,0.043903552,0.014763196,0.304338964,9.87176554,1.296174497,0.078539051,0.043882301,2
0.033881252,0.494260057,27.35418914,0.308588027,0.146292887,0.02260238,0.018998177,0.149772116,9.796144115,1.403116476,0.055990476,0.042677927,2
0.038428492,0.338908231,27.63872721,0.399552833,0.168026002,0.001780479,0.020867568,0.008756406,9.726274919,1.41292228,0.030771776,0.04050565,1
0.041069639,0.168866654,27.90336287,1.087842842,0.176748474,0.017934821,0.020840552,0.165853201,9.664739591,1.324100686,0.005260403,0.037839561,1
0.041484395,0.005506891,28.13314434,1.708197655,0.172859628,0.035884346,0.019516584,0.313610077,9.613675775,1.14278403,0.018661349,0.034145947,1
0.039535889,0.173281852,28.31627609,2.217294129,0.157644461,0.05124892,0.016783527,0.437312226,9.57625185,0.881684841,0.039419993,0.029228117,1
0.035222833,0.324498115,28.44453645,2.579639293,0.133098229,0.063378979,0.013358732,0.533115412,9.55236065,0.559304341,0.055885632,0.023185424,1
0.028740896,0.450188401,28.51308733,2.770199436,0.101607568,0.07169843,0.009635013,0.593991925,9.542888762,0.198598209,0.067566733,0.015770382,1
0.020472118,0.543164191,28.52038424,2.776024947,0.065724909,0.075823304,0.005398145,0.611528709,9.549171402,0.175390894,0.074138095,0.00767059,1
0.010874381,0.599172287,28.46814229,2.596920738,0.028027595,0.075849451,0.001576969,0.592757678,9.568293185,0.536867063,0.075699047,0.00048732,1
0.00056837,0.615630355,28.36078072,2.245446034,0.009155852,0.071908985,0.001430779,0.540077443,9.599104653,0.861018663,0.07290137,0.009005933,1
0.009663909,0.591470524,28.20521443,1.745799767,0.043855181,0.064027474,0.004176837,0.450358378,9.641878325,1.126405236,0.066318582,0.017561262,1
0.019060807,0.528470343,28.01097092,1.131801619,0.074389098,0.052497711,0.006764515,0.328682396,9.694231388,1.316077241,0.05643245,0.025222118,2
0.026984354,0.431414756,27.78993159,0.444488327,0.099356941,0.037965393,0.009146997,0.183155756,9.75276241,1.418226989,0.043829231,0.0311475,2
0.032963333,0.307634799,27.55578866,0.270612468,0.1176602,0.021360746,0.011141254,0.024711501,9.81324357,1.42674018,0.02921484,0.034716311,3
0.036695757,0.166152351,27.32323802,0.966383936,0.128547268,0.00374464,0.012515661,0.134935525,9.871410543,1.341391417,0.013449502,0.035777185,3
0.038034615,0.016817999,27.10701556,1.597101106,0.131654711,0.013834711,0.013272288,0.28634435,9.923729551,1.167965977,0.00257234,0.03437133,3
0.037001513,0.130127676,26.92092184,2.121378636,0.127009569,0.030341505,0.013325895,0.419173654,9.966796751,0.917938898,0.017973371,0.030631614,3
0.033779678,0.264620112,26.77679216,2.504860247,0.11503502,0.044786828,0.012780951,0.526333873,9.998346958,0.607854126,0.03192838,0.024803937,3
0.0287299,0.376916687,26.68365423,2.722573381,0.096506924,0.056144335,0.011903371,0.602710014,10.01688062,0.258516123,0.043796013,0.016803691,3
0.022403235,0.457903384,26.64702607,2.760674524,0.0725068,0.063297431,0.010181635,0.635760099,10.0200527,0.106693491,0.052967967,0.006958161,3
0.015392679,0.501162512,26.66809259,2.617273208,0.044501277,0.065542829,0.007290405,0.619903451,10.00744989,0.463518675,0.058756762,0.003186904,3
0.00821663,0.504008171,26.74350578,2.302646734,0.014312608,0.062852942,0.004177121,0.565560008,9.981811242,0.787698716,0.060817859,0.012670058,3
0.001415913,0.466077179,26.866089,1.838834414,0.016126829,0.055378157,0.000986071,0.473769526,9.944224078,1.056904326,0.059177499,0.021477146,3
0.004499654,0.389990547,27.02532903,1.258002704,0.044847636,0.043555616,0.002919181,0.342308666,9.895434571,1.253238114,0.053763937,0.028491711,3
0.009249772,0.282931426,27.20792588,0.599982226,0.069837884,0.028604072,0.00697982,0.185737982,9.839804949,1.363972982,0.044638618,0.032403375,2
0.0127657,0.155311359,27.39916932,0.090413449,0.089266684,0.012204114,0.010469755,0.019675457,9.782262479,1.382073838,0.032323497,0.033056888,1
0.015096033,0.018921148,27.58441962,0.766455654,0.101721894,0.003968571,0.012972162,0.143119871,9.727484078,1.306996612,0.017684859,0.030874409,1
0.016357951,0.114245804,27.75032887,1.38279613,0.10635535,0.018463604,0.014445893,0.293883889,9.67925774,1.144803204,0.001822238,0.026421376,1
0.016755704,0.232388946,27.88570062,1.898715536,0.102919818,0.029994856,0.015072395,0.424611045,9.641106405,0.907794466,0.014164292,0.019742917,1
0.016589069,0.324668411,27.98223014,2.280885324,0.091791172,0.037432832,0.013905405,0.516555471,9.619074177,0.612906171,0.028888732,0.01154036,1
0.016043789,0.38401944,28.0354536,2.505319364,0.074110154,0.040451218,0.010890388,0.564633165,9.614637932,0.280502529,0.040673963,0.003667926,1
0.01513738,0.40758419,28.04482517,2.559002516,0.051672722,0.039539665,0.007241136,0.575853787,9.625055298,0.066095307,0.048441523,0.003162953,1
0.013894367,0.394998128,28.0130847,2.440910253,0.026605501,0.035351432,0.003269962,0.548352745,9.649290913,0.402666972,0.051698732,0.00899638,1
0.012371936,0.348378905,27.94585151,2.161914528,0.001163265,0.02860025,0.000615477,0.484785789,9.684320243,0.70607342,0.050336006,0.013692341,1
0.010661194,0.272204875,27.85103247,1.743881871,0.022484819,0.020009373,0.004261748,0.386990398,9.727096335,0.955775691,0.044716035,0.017156076,1
0.008835598,0.173613377,27.73824006,1.21791451,0.042409195,0.010449856,0.007801519,0.258152016,9.774030169,1.135567081,0.035403845,0.018566752,2
0.00687311,0.062473645,27.61808969,0.621992671,0.057046941,0.001114011,0.010422753,0.114205335,9.818704935,1.234185514,0.023421931,0.017410991,2
0.004755388,0.050635711,27.50101833,0.001643521,0.065436574,0.006907081,0.01171876,0.032353337,9.856843993,1.246028422,0.010243972,0.014177859,2
0.002527724,0.15585759,27.39633635,0.609547426,0.067323374,0.0128733,0.01168024,0.170810492,9.885716983,1.17190262,0.00265496,0.009543931,3
0.000293781,0.244879679,27.3115278,1.160237938,0.063138095,0.016440982,0.010343822,0.290469938,9.90373825,1.018797847,0.013938858,0.004450888,3
0.001791316,0.311617624,27.25173708,1.617177913,0.053900368,0.017683912,0.008146606,0.385241821,9.911190891,0.799386397,0.02263561,0.000289153,3
0.003575488,0.352207864,27.21959412,1.951360713,0.041023757,0.016931559,0.005467154,0.449681392,9.909001915,0.530881309,0.028214408,0.004167071,3
0.00495136,0.364945038,27.21524119,2.143212403,0.026103961,0.014632336,0.002787545,0.481849503,9.899008618,0.233551275,0.030580655,0.007006523,3
0.00588964,0.350084443,27.23657354,2.183688531,0.010712385,0.011227898,9.18E-05,0.477064135,9.882396824,0.071097627,0.029957016,0.008711279,3
0.006380095,0.310392853,27.27946286,2.074420232,0.003706629,0.007322933,0.002520492,0.4372061,9.861388138,0.362066113,0.026711227,0.008767083,3
0.006409246,0.250692961,27.33834388,1.827223519,0.015966906,0.003642744,0.004277262,0.373616765,9.839357624,0.61978097,0.021557706,0.00749093,3
0.006058885,0.176094342,27.40712354,1.463034738,0.025314861,0.000602359,0.005274007,0.289520238,9.817403731,0.827636914,0.015355376,0.005702831,3
0.00548043,0.0917356,27.47968892,1.010085941,0.031415452,0.00165269,0.005414357,0.193861579,9.797307067,0.973097051,0.008863097,0.003935338,3
0.004906041,0.001921263,27.55048475,0.501835129,0.034343198,0.003360413,0.004444583,0.096207262,9.780388354,1.047883354,0.002901211,0.003342553,2
0.004678612,0.090471462,27.61487826,0.025379731,0.034520823,0.005233607,0.003307623,0.006257615,9.764875263,1.048894328,0.002045356,0.004377083,2
0.005081299,0.182314313,27.66887717,0.53498668,0.032463919,0.007870747,0.002404897,0.108484485,9.750621298,0.978146375,0.005965121,0.006309519,2
0.006252603,0.26976193,27.70906934,0.992519868,0.02864588,0.011531366,0.001748905,0.203774239,9.737896717,0.841991623,0.008976495,0.008531986,1
0.00818066,0.348290803,27.73261608,1.367754026,0.023434232,0.016130411,0.001820335,0.291515002,9.725874878,0.651010303,0.011434088,0.010069065,1
0.010624165,0.411887999,27.7370579,1.636680131,0.016994041,0.020986018,0.002590356,0.36607085,9.71566763,0.41929859,0.013825947,0.009619403,1
0.013125871,0.453417001,27.72046637,1.782967735,0.009326793,0.024904599,0.003480197,0.418192424,9.710021312,0.163296923,0.01638454,0.006537409,1
0.015143981,0.466115511,27.68192271,1.798894242,0.000427846,0.026611319,0.004044657,0.4423911,9.711153264,0.099131591,0.018955576,0.001047965,1
0.016154056,0.444604711,27.62192044,1.685867418,0.009590211,0.025021069,0.004327398,0.438576446,9.720084632,0.349492802,0.021203615,0.00649503,1
0.01567635,0.385336705,27.54265695,1.454399885,0.020430475,0.019277452,0.003643601,0.39881775,9.739771303,0.570194544,0.02254183,0.015346321,1
0.013441195,0.288705694,27.44865546,1.12320732,0.031432577,0.009266152,0.001432219,0.319953042,9.770908866,0.746156599,0.021959278,0.023368368,1
0.009514713,0.160235252,27.34696622,0.717852295,0.041514197,0.00408783,0.00131066,0.215490292,9.809078544,0.865112988,0.01877046,0.028934189,1
0.004157069,0.008940506,27.24648807,0.269108013,0.049389435,0.019378641,0.004492533,0.088425596,9.851969117,0.918803664,0.012782712,0.031322624,2
0.002173384,0.152576881,27.15746387,0.189436764,0.053673214,0.034719956,0.00809209,0.054507601,9.895387029,0.904237859,0.003958407,0.029197144,2
0.008803033,0.308685606,27.09053702,0.623901442,0.053058764,0.047788372,0.0109028,0.193265451,9.932044599,0.823138007,0.007045761,0.022337887,2
0.015021746,0.443569545,27.05513535,1.002464837,0.04667281,0.056498965,0.012799282,0.319604731,9.957983622,0.682123735,0.019042216,0.011511885,3
0.020110731,0.54239089,27.05825717,1.297821,0.034245938,0.059107403,0.013295979,0.418416689,9.968404758,0.492410695,0.030652635,0.002467906,3
0.023447877,0.593685167,27.10310488,1.489078676,0.016318261,0.054602306,0.011402541,0.471894118,9.959512504,0.268280386,0.040073971,0.017166293,3
0.024718375,0.592242772,27.18797974,1.563165951,0.005606385,0.043310059,0.007656969,0.48103471,9.93283896,0.026718993,0.045642959,0.029854006,3
0.023892403,0.538803763,27.30639172,1.51600595,0.029265423,0.026583782,0.00261415,0.446546999,9.890864514,0.213585351,0.046275652,0.038860995,3
0.021193766,0.439639464,27.44767171,1.352891214,0.051925693,0.00649732,0.003254255,0.371298954,9.83762986,0.434102091,0.04139813,0.042845917,3
0.017095214,0.306028265,27.59808551,1.088079337,0.070725055,0.014364705,0.009004359,0.265373469,9.779337124,0.617729512,0.03116708,0.041304188,3
0.012232719,0.152696221,27.74252672,0.743703547,0.083098376,0.033315498,0.013949924,0.138504852,9.722367526,0.750349534,0.016467096,0.034477458,3
0.007322272,0.003788562,27.8663644,0.347949286,0.087154234,0.047867703,0.017076084,0.007172576,9.674326193,0.8219995,0.001118401,0.023346822,3
0.002989702,0.147659061,27.95745078,0.067215585,0.082038836,0.056250637,0.017662671,0.114321909,9.641409907,0.827670691,0.019347561,0.009972398,2
0.000372426,0.266085197,28.00768094,0.468762713,0.068122493,0.057738497,0.015897764,0.218536717,9.62682576,0.768191536,0.035830662,0.003639945,2
0.002611263,0.350026335,28.01378081,0.825508776,0.046934679,0.052548544,0.011855584,0.294524692,9.632772548,0.649946928,0.048341451,0.015730334,2
0.003846895,0.395523828,27.97763694,1.110663251,0.021004568,0.041891575,0.006040079,0.337153305,9.657929154,0.483996062,0.055032702,0.024452813,2
0.004433198,0.403850301,27.90577521,1.303981723,0.00649159,0.02777938,0.000224705,0.350366454,9.696934321,0.285278619,0.055014372,0.028956324,1
0.004785556,0.380075548,27.80802076,1.393299253,0.032255475,0.012441316,0.006282851,0.332537795,9.744763798,0.070801768,0.048441379,0.029226076,1
0.005335676,0.332690198,27.69613645,1.375021667,0.053279808,0.001812525,0.011719791,0.285306317,9.795125195,0.142373119,0.036206739,0.024978969,1
0.006519594,0.272660196,27.58222552,1.253907899,0.067228578,0.012712133,0.015168365,0.224361844,9.838837079,0.337985108,0.020165663,0.016822374,1
0.008579359,0.210085655,27.47673102,1.042428914,0.072884942,0.01878275,0.015866516,0.160521611,9.869953021,0.501723338,0.002994726,0.006891304,1
0.01144266,0.151985312,27.3870816,0.759386835,0.070342351,0.019753836,0.014070627,0.097751965,9.886550193,0.622757599,0.012644953,0.002633636,2
0.014764413,0.101857265,27.31720615,0.42802397,0.060888602,0.016411981,0.010083738,0.042047517,9.888536154,0.69417982,0.024536079,0.009813381,2
0.017967407,0.05944609,27.26757562,0.074022249,0.046741693,0.010439968,0.004807285,0.006568654,9.879285952,0.713199869,0.031240038,0.013132551,2
0.020361377,0.021782081,27.23596848,0.276592939,0.0305971,0.003967346,0.000584433,0.050508159,9.863802995,0.681175193,0.032412072,0.012200146,2
0.021311109,0.015087082,27.21866541,0.599403047,0.015100426,0.001003643,0.00498289,0.092737261,9.847406925,0.603068671,0.028731901,0.007679403,2
0.020393993,0.054363849,27.21173321,0.8732296,0.002367993,0.003090326,0.00767461,0.133388351,9.834117892,0.486703165,0.021681635,0.001118145,3
0.017473176,0.097694695,27.21199314,1.081268038,0.006311605,0.001689687,0.008826807,0.166861124,9.825670704,0.341566288,0.013010109,0.00617676,3
0.012642563,0.145422201,27.21752628,1.211748877,0.010552101,0.003246415,0.007993338,0.198488786,9.824759671,0.17831755,0.004542461,0.012979906,3
0.006300604,0.195148282,27.22826087,1.25846641,0.01094045,0.010927947,0.005017498,0.230102918,9.831447918,0.008357077,0.001854975,0.017101383,3
0.000823022,0.241340366,27.24592416,1.220757576,0.008887836,0.019662065,0.001380631,0.248227028,9.841285608,0.157787522,0.005025393,0.017405525,3
