Surge (m),Sway (m),Heave (m),Roll (deg),Pitch (deg),Yaw (deg),Vessel x0Acc rel. g (m/s^2),Vessel y0Acc rel. g (m/s^2),Vessel z0Acc rel. g (m/s^2),Vessel x0Ang Vel (deg/s),Vessel y0Ang Vel (deg/s),Vessel z0Ang Vel (deg/s),Num Category
0.024806121,0.178015681,27.48378272,0.685686213,0.024638318,0.023859058,0.00201501,0.056935502,9.773893095,0.130522914,0.017357915,0.014261018,3
0.024842762,0.158723224,27.41487169,0.732546059,0.03351316,0.015602235,0.000375607,0.068042633,9.786858773,0.056817962,0.017412525,0.018918217,3
0.023350067,0.125142306,27.3411124,0.742658955,0.041950221,0.005438981,0.001233436,0.072940264,9.803839707,0.015929447,0.015479788,0.021945865,3
0.02037042,0.07805516,27.26675474,0.717251772,0.048943375,0.005966713,0.00264959,0.073222057,9.82426634,0.084809885,0.011591276,0.023867521,3
0.015967228,0.018663117,27.1969026,0.658894315,0.053517907,0.018092316,0.004124329,0.073793709,9.847568909,0.147378047,0.005826032,0.024637523,2
0.010308647,0.050465014,27.1373499,0.571194046,0.054773051,0.030294057,0.005533855,0.075520678,9.871867632,0.201970628,0.001568649,0.023955343,2
0.003692638,0.125132486,27.09415413,0.458413909,0.051977346,0.041730818,0.00692378,0.080810159,9.895400671,0.247576161,0.010188038,0.021318053,2
0.003431599,0.199334419,27.07313755,0.325186,0.044650421,0.051293954,0.00779848,0.085328874,9.914851184,0.283746789,0.019412993,0.01637873,2
0.010545132,0.266262736,27.07911012,0.17626269,0.032709429,0.057888708,0.00787675,0.08775397,9.92785016,0.310318893,0.028347956,0.009504417,2
0.017116072,0.318835294,27.11527061,0.016583382,0.016529208,0.060579943,0.007391506,0.090111354,9.933035912,0.326623195,0.036142186,0.000870585,2
0.022581181,0.349663577,27.1828137,0.148441515,0.003093574,0.058508288,0.006213623,0.088898916,9.928231655,0.331477565,0.041973197,0.009267393,2
0.026389282,0.351922993,27.28045207,0.312692704,0.024951943,0.051027149,0.004546157,0.08328075,9.91254254,0.323204685,0.045089107,0.020442594,2
0.028025762,0.320131804,27.40413843,0.469144777,0.047496735,0.037759854,0.0020944,0.065384321,9.884139179,0.300006641,0.04484374,0.031931571,2
0.027149248,0.252282872,27.54668974,0.610035091,0.068833066,0.019026644,0.001656614,0.027323118,9.842357833,0.260794578,0.040478649,0.041711819,2
0.023768325,0.151803976,27.69775679,0.727210188,0.086765594,0.003725668,0.006032613,0.025332669,9.790981145,0.205062743,0.031569171,0.047723529,2
0.018214401,0.026991991,27.84467318,0.812463488,0.099069973,0.028225713,0.010633052,0.090654275,9.733924392,0.133285459,0.018280629,0.048663887,2
0.011132473,0.109335313,27.97348901,0.85823488,0.103736446,0.051560101,0.015052608,0.163519535,9.676937048,0.047598981,0.001214162,0.043300431,2
0.003437463,0.241056436,28.07041489,0.858363427,0.099253614,0.070474839,0.017945001,0.227699514,9.628907711,0.048613268,0.018231321,0.031711901,2
0.003933559,0.352170989,28.1238311,0.808672413,0.085011896,0.082251499,0.018472768,0.272419357,9.596889718,0.150740621,0.037870497,0.015674992,2
0.010220111,0.429412106,28.12596995,0.707666882,0.061545014,0.085274305,0.01651038,0.29213718,9.585557053,0.252710916,0.05524968,0.002490567,2
0.014913902,0.463675799,28.07404886,0.557183087,0.030562388,0.079159611,0.012254265,0.283184519,9.597361915,0.347386223,0.068001403,0.02035367,2
0.017778292,0.450936738,27.97086178,0.362788646,0.005177266,0.064704543,0.006322888,0.245769964,9.63165374,0.427090768,0.074218977,0.035757564,2
0.018810624,0.392484027,27.8246917,0.13387052,0.042153146,0.043660537,0.000692822,0.180302379,9.685539067,0.48437263,0.072723058,0.046939895,2
0.018221244,0.295046329,27.64865157,0.116696223,0.076452308,0.01856323,0.008075102,0.091231265,9.753200373,0.512807881,0.06319858,0.052389405,2
0.01639012,0.170034839,27.45931877,0.373175123,0.104241313,0.007559686,0.014583733,0.008986918,9.825843548,0.507405148,0.046454364,0.051569005,2
0.013734061,0.031334458,27.27469484,0.617830418,0.122328248,0.031798986,0.019411363,0.111111987,9.895351145,0.465307651,0.024366456,0.045150178,2
0.010653917,0.106217584,27.11221012,0.832255776,0.128577191,0.05166925,0.022458936,0.209930044,9.955053036,0.386787476,0.000638377,0.033885462,3
0.007583481,0.227649354,26.98696275,0.998984749,0.122129319,0.065076802,0.023071254,0.29097922,9.99757853,0.275252515,0.025777126,0.018854262,3
0.00489802,0.320377398,26.90984775,1.102947165,0.103602677,0.070746979,0.020611682,0.34054596,10.01788692,0.136909368,0.048012688,0.002464958,3
0.002772893,0.376613635,26.886218,1.132921343,0.075110036,0.068670555,0.015582549,0.357420374,10.01572353,0.018987888,0.064684593,0.012623592,3
0.001207009,0.393316663,26.91569182,1.083031294,0.039924133,0.059856049,0.009116803,0.346007087,9.993745686,0.18042557,0.074066912,0.024829819,3
0.000138089,0.37102057,26.99276194,0.953849151,0.001951346,0.045769881,0.002133321,0.307709912,9.955329562,0.333899881,0.075476372,0.033634166,3
0.000525782,0.31366297,27.10763563,0.752679856,0.034747707,0.028134716,0.005229451,0.238151538,9.903614158,0.466300483,0.06898984,0.038323191,3
0.001018832,0.229564383,27.24717689,0.493016181,0.066316408,0.009207788,0.012017878,0.147177473,9.845363445,0.566069056,0.055407869,0.03794569,3
0.001649019,0.129742802,27.39668585,0.193680873,0.089600736,0.008620596,0.0164703,0.05351033,9.789015783,0.623623218,0.036647967,0.033433973,2
0.002559572,0.024825913,27.54195368,0.122563369,0.10263175,0.023658686,0.018681565,0.042425075,9.73820343,0.633159283,0.015181309,0.026418683,2
0.003782556,0.074696755,27.67034862,0.431279702,0.104675671,0.034690227,0.018974849,0.135738929,9.696823068,0.593735218,0.006670533,0.017407788,2
0.005316804,0.15877088,27.77179729,0.708614944,0.096183978,0.040810964,0.017012227,0.213476159,9.669465834,0.508515321,0.026545223,0.00737566,2
0.007061325,0.219554293,27.83974816,0.933303302,0.078735846,0.04173504,0.013502943,0.273462301,9.656887191,0.384682631,0.042403805,0.00260957,2
0.008881336,0.251601295,27.87138972,1.08855681,0.054751597,0.037637471,0.008795146,0.308336486,9.660090996,0.232697021,0.052825343,0.011855481,1
0.010601957,0.252845565,27.86773803,1.163322835,0.027221547,0.0292533,0.003111803,0.312673989,9.678458069,0.06487872,0.056844249,0.019049581,1
0.011967682,0.225304975,27.83335227,1.153042654,0.000600507,0.017985699,0.002545863,0.291355464,9.707968312,0.105222219,0.054296452,0.023223472,1
0.012739302,0.173924705,27.77540601,1.060025616,0.025630093,0.005501654,0.007326958,0.249399708,9.7441963,0.263899246,0.04591515,0.02426655,1
0.012783919,0.105340886,27.70263022,0.893195897,0.045328364,0.006663153,0.010696674,0.190953934,9.782925893,0.398593191,0.033115072,0.022636523,1
0.012085983,0.027330187,27.62437431,0.667184244,0.057935546,0.017246913,0.012976369,0.114339973,9.821604926,0.499256199,0.017576353,0.018559682,2
0.010621043,0.050580706,27.54993815,0.40082749,0.062509845,0.024972799,0.014108153,0.026785374,9.855753613,0.559110961,0.000998687,0.011720641,2
0.008332448,0.118122421,27.48756467,0.115565934,0.059000415,0.028659737,0.013434075,0.057384093,9.880196398,0.574560369,0.014642316,0.002861248,2
0.005240119,0.166471789,27.44331721,0.166304661,0.048315141,0.027694449,0.011377468,0.13421732,9.893384666,0.54593654,0.027511215,0.006820191,2
0.001407873,0.188729011,27.42056166,0.423678288,0.032153839,0.021956699,0.008058059,0.193826389,9.893378368,0.47753481,0.036224832,0.01631937,2
0.003025667,0.181214369,27.41948668,0.638396331,0.012840079,0.01195339,0.003612726,0.228302438,9.880066237,0.376777327,0.039743247,0.023987908,3
0.007799578,0.144455822,27.43701429,0.796723371,0.006919753,0.001093736,0.001117371,0.237780019,9.856118946,0.253812017,0.037732776,0.02863323,3
0.012577837,0.082958915,27.46729603,0.89038965,0.024389051,0.0155023,0.006044096,0.216375019,9.823674895,0.120033504,0.030461113,0.029254951,3
0.016884369,0.005844691,27.50229494,0.916838277,0.037053453,0.029024028,0.010550853,0.169529963,9.787982427,0.013205672,0.018700823,0.024768132,3
0.020146061,0.074469751,27.53306602,0.879068345,0.042972495,0.039176861,0.013532134,0.110198125,9.755721266,0.135207303,0.004011094,0.015533598,3
0.021859194,0.145017422,27.55142736,0.784989052,0.041145877,0.04391791,0.014610175,0.046722249,9.731973838,0.237237469,0.011562609,0.002901486,3
0.021673697,0.194256192,27.55135451,0.646224901,0.031686395,0.041973183,0.013359995,0.008506688,9.721645094,0.313179435,0.0257624,0.011178391,3
0.019499988,0.214444201,27.53021,0.476776713,0.015888888,0.033211708,0.009741173,0.046570957,9.727240562,0.35967456,0.036320085,0.02407,3
0.015571316,0.203244513,27.48937014,0.291588967,0.003894646,0.018799514,0.004334548,0.064755883,9.748064713,0.376283632,0.041423703,0.033346578,2
0.010400339,0.163870034,27.43402943,0.105161581,0.02459897,0.00096877,0.001996175,0.064234812,9.780733624,0.365146876,0.040054057,0.037299696,2
0.004682686,0.104203189,27.37230638,0.069610133,0.042922683,0.017410406,0.008178843,0.050254129,9.819520474,0.330459653,0.03221425,0.035263973,2
0.000834499,0.034997248,27.31379072,0.222306062,0.055868606,0.033390934,0.013104355,0.030903637,9.857352625,0.277839822,0.01899263,0.02773458,2
0.005501094,0.032557326,27.26778904,0.345540924,0.061261267,0.044561535,0.015805792,0.014600211,9.887395679,0.213697996,0.002460901,0.016401424,2
0.008886333,0.089080242,27.24169607,0.43514743,0.058119247,0.049509547,0.016135486,0.003415211,9.905518249,0.144334117,0.014799306,0.003354053,2
0.010790553,0.12803787,27.2399248,0.489965168,0.046765742,0.047851955,0.013811859,0.004071583,9.908245459,0.075470609,0.03013288,0.009345774,2
0.011314036,0.147297505,27.26313217,0.511549366,0.028817522,0.04042204,0.008872733,0.019219207,9.895421236,0.012124887,0.041019828,0.019062513,2
0.01088042,0.149407947,27.30826366,0.503566155,0.006922445,0.029183234,0.002956903,0.036449844,9.872426067,0.042438603,0.045920759,0.024395508,2
0.010013148,0.139070039,27.3696811,0.470867265,0.015828633,0.016351173,0.003138388,0.055283759,9.842884695,0.086546708,0.044487947,0.025440565,2
0.009252317,0.122391039,27.44015035,0.418923143,0.036364454,0.00412551,0.008699856,0.072598469,9.811865427,0.119419788,0.037159724,0.022159483,2
0.009075258,0.105603242,27.51212236,0.353234172,0.05210178,0.005592452,0.011962838,0.074310081,9.786616326,0.141750865,0.025530465,0.016034326,2
0.009639458,0.092119371,27.579309,0.278743222,0.061448777,0.011981001,0.012973965,0.065466489,9.768591027,0.154789562,0.011833515,0.009322029,2
0.010814819,0.08297466,27.63720915,0.199862101,0.063883313,0.015054637,0.012090107,0.048545947,9.758781479,0.159467361,0.001877828,0.003098501,2
0.012268135,0.07716012,27.68337853,0.120476266,0.059894943,0.015402644,0.009064951,0.019144166,9.758197862,0.157008573,0.013592989,0.001216662,2
0.013435468,0.070959457,27.71755621,0.04388653,0.050876682,0.014317731,0.00507083,0.012232738,9.763000753,0.148375534,0.021854799,0.002604504,2
0.013716279,0.059916133,27.74086101,0.026949452,0.038705628,0.013196266,0.001164597,0.038944614,9.769736048,0.134091434,0.02618299,0.001536481,2
0.012653439,0.040400606,27.75492662,0.089389154,0.025325072,0.0130761,0.002127655,0.058582676,9.77569982,0.114950243,0.026776099,0.001195372,2
0.010002954,0.010283783,27.7611916,0.141260332,0.012422402,0.014515661,0.004143317,0.066269549,9.778025271,0.092021411,0.024464682,0.004425672,2
0.005804645,0.03020163,27.76024401,0.181030655,0.001160389,0.017441327,0.004920845,0.063804292,9.776253596,0.066854879,0.020432024,0.006979559,2
0.000338007,0.078775906,27.75165376,0.208083247,0.007894922,0.021349891,0.004661463,0.052528112,9.770760698,0.04149461,0.015843549,0.008293881,2
0.005944726,0.131439693,27.73405823,0.222829852,0.014742553,0.025504763,0.00337541,0.031355669,9.76239827,0.017928956,0.011773176,0.007894962,2
0.012429777,0.182294369,27.70539329,0.22658739,0.019868332,0.028906358,0.001214081,0.001222454,9.753268848,0.002241073,0.009054232,0.005207391,2
0.018361684,0.223754309,27.66341985,0.221347341,0.02407657,0.030284775,0.001356335,0.0326264,9.746781579,0.017913025,0.008090232,0.000212682,2
0.022937032,0.247859787,27.60659144,0.209564691,0.028214197,0.02834144,0.003217747,0.057748262,9.747671434,0.028287409,0.008610855,0.007863189,2
0.025532622,0.249034925,27.53518014,0.194035389,0.032801713,0.022406471,0.003404191,0.064852185,9.758963749,0.032861414,0.009638325,0.015786685,2
0.025901585,0.226059654,27.4519824,0.177606183,0.037791747,0.012905416,0.002123443,0.05719374,9.779617024,0.032048472,0.010009983,0.021861936,2
0.02413879,0.181382349,27.36211196,0.162614785,0.04262536,0.001052511,5.67E-05,0.040831837,9.806884698,0.027430803,0.008890987,0.025115586,2
0.02055102,0.119683461,27.2723467,0.150428833,0.046420497,0.011669021,0.002453178,0.017557802,9.838029216,0.021202338,0.005806877,0.025301457,2
0.01559124,0.04717358,27.19040197,0.141254088,0.04815193,0.023737937,0.004856067,0.007891552,9.868993793,0.015803485,0.000683594,0.022561125,2
0.009769063,0.029515269,27.12394708,0.134044744,0.046889616,0.033872499,0.006563913,0.030774357,9.895722653,0.013733535,0.00603433,0.017700817,2
0.00355707,0.104370049,27.07962111,0.126605814,0.042020498,0.041256287,0.007398762,0.050140212,9.91547739,0.016998443,0.013570029,0.011665414,2
0.002635596,0.172261726,27.06232814,0.115938779,0.033365911,0.045506055,0.007256717,0.064856181,9.926285864,0.026768615,0.020984554,0.005256399,2
0.008469961,0.22899051,27.07477319,0.098728057,0.021221473,0.046573299,0.006395818,0.076715245,9.9278496,0.043079817,0.027368338,0.00105717,2
0.013640914,0.270897248,27.11733803,0.071948819,0.0062954,0.044526687,0.004821991,0.082955562,9.919722308,0.064787466,0.031971278,0.007145729,2
0.017906841,0.295354825,27.18798624,0.033361542,0.010337665,0.039617649,0.002371009,0.079924467,9.902200228,0.089900911,0.034090028,0.012342614,2
0.021143258,0.30124445,27.28240845,0.017997097,0.027328364,0.032402701,2.99E-05,0.075398355,9.878785194,0.115231148,0.033422827,0.016396288,2
0.023211503,0.287478231,27.39477219,0.081228238,0.043326701,0.023267483,0.001906895,0.069648805,9.851280067,0.136714734,0.030211191,0.020072659,2
0.023912058,0.253000821,27.51817183,0.153464412,0.057125554,0.012346156,0.003789883,0.054052929,9.819544443,0.150704869,0.024713304,0.02337421,2
0.023131949,0.19866272,27.64469442,0.230210245,0.067627951,4.54E-05,0.005771533,0.027431621,9.785229539,0.154322281,0.017148124,0.025406093,2
0.020916956,0.127774594,27.76582506,0.305706861,0.073894503,0.012789776,0.007432856,0.00499307,9.751359107,0.145407244,0.00794003,0.025483561,2
0.01741085,0.045123504,27.87318782,0.373320558,0.075281891,0.02517739,0.008198121,0.036600693,9.721048019,0.122673453,0.002173546,0.023799969,2
0.012766823,0.044087514,27.95924478,0.426114451,0.07154908,0.036340782,0.008495797,0.071226572,9.69469243,0.086334572,0.012422734,0.020690259,2
0.007239054,0.133358396,28.01749209,0.457725074,0.062768765,0.045425864,0.008707841,0.10845445,9.673777883,0.038369121,0.022312799,0.015553331,2
0.001237363,0.21501006,28.04287897,0.462992857,0.049299255,0.051421599,0.00789161,0.134483769,9.66268097,0.0185494,0.03110822,0.008700212,2
0.004861565,0.282671839,28.0326801,0.438247856,0.031929377,0.053810151,0.006270147,0.150491977,9.661539386,0.08098704,0.037916745,0.001369964,2
0.010712024,0.331200608,27.98661664,0.381860268,0.011784394,0.052458067,0.004517772,0.159665124,9.669739403,0.144300446,0.042267929,0.006249466,2
0.015915772,0.356140568,27.90676987,0.294611512,0.00982146,0.047295485,0.002249551,0.154493607,9.688611439,0.203660353,0.043771901,0.013797118,2
0.020127371,0.35510381,27.79777706,0.179663003,0.031387761,0.038600887,0.000353674,0.13556073,9.716741532,0.254328177,0.04210818,0.020421902,2
0.023086976,0.327999359,27.66656093,0.042531331,0.051338873,0.026987852,0.003096027,0.103161223,9.752279729,0.29171151,0.03727434,0.025573724,2
0.024640608,0.277171543,27.52188825,0.109149945,0.068142143,0.01338116,0.006026783,0.056688449,9.793045612,0.312000373,0.029440123,0.02843952,2
0.024794987,0.207650239,27.37381281,0.266070953,0.080406221,0.000908628,0.008676604,0.00256155,9.834971441,0.312287241,0.019074217,0.028384959,2
0.023668117,0.126056399,27.23272149,0.417720576,0.087066436,0.014468704,0.010381242,0.050282073,9.873604853,0.29072212,0.007066357,0.025635938,2
0.021380452,0.038933431,27.1082556,0.553013683,0.087577473,0.026226697,0.01079324,0.096335902,9.905777311,0.246954881,0.005395877,0.021226092,2
0.018013267,0.047981067,27.0085383,0.661207241,0.081976177,0.03560062,0.010467725,0.138528937,9.930725273,0.182801515,0.017232764,0.015870241,2
0.013716522,0.12894337,26.93988034,0.733012753,0.070764175,0.042132205,0.00955033,0.172691825,9.946601843,0.102128657,0.027624828,0.009577223,3
0.008721338,0.198774477,26.90631025,0.761381304,0.054860283,0.045492342,0.007572815,0.18950334,9.951336694,0.009928655,0.035714389,0.003102217,3
0.003221986,0.254473346,26.90909484,0.742001656,0.03560098,0.04585797,0.004813752,0.189326156,9.945769074,0.08781761,0.040808956,0.002436669,3
0.002634369,0.295203212,26.94686691,0.67374907,0.014584046,0.043847073,0.001616541,0.173523411,9.931419435,0.184462932,0.042604519,0.006335468,3
0.008726165,0.321787424,27.01603924,0.558853602,0.00652639,0.04033862,0.00141702,0.148006751,9.911150062,0.273289769,0.041188662,0.008331808,2
0.01488546,0.335442376,27.11151898,0.402858058,0.026236312,0.036109819,0.003615098,0.119399658,9.887934885,0.347867644,0.037136512,0.00914225,2
0.020816914,0.336572691,27.22743556,0.214280883,0.043412389,0.031502727,0.004983655,0.088266797,9.863208075,0.402847172,0.031227698,0.009673412,2
0.026124978,0.324759217,27.3575644,0.00397528,0.057324877,0.02648102,0.005427694,0.057797692,9.838640978,0.434223967,0.024283992,0.010667123,2
0.030333276,0.298620801,27.49570629,0.215544829,0.067653978,0.020655324,0.00513123,0.028157213,9.814675226,0.439402078,0.017087594,0.012771645,2
0.032934649,0.256197476,27.63582884,0.430855216,0.07441337,0.013431484,0.004290701,2.04E-05,9.791448348,0.417312472,0.010204047,0.016206808,2
0.033441515,0.195455723,27.77207969,0.628356806,0.077841311,0.004152122,0.003299334,0.029516531,9.767911055,0.368369951,0.003961576,0.020947133,2
0.031489453,0.115666299,27.89852078,0.795129855,0.078215011,0.007562947,0.0031941,0.068873809,9.741710837,0.29492426,0.001854849,0.02572777,2
0.027036436,0.019558162,28.00871025,0.919839185,0.075618885,0.021232133,0.003847201,0.113260868,9.714261807,0.200808602,0.007747825,0.028707198,2
0.020357401,0.087007962,28.09595509,0.993313877,0.069951896,0.035668582,0.005002927,0.159135605,9.687145891,0.090902681,0.014038889,0.028869779,2
0.011995449,0.195562488,28.15369752,1.009171122,0.060983171,0.049206921,0.006638643,0.204254003,9.662442595,0.028542217,0.020994878,0.025226447,2
0.002727831,0.295695849,28.17607555,0.964348753,0.04844968,0.059884317,0.007707203,0.236068556,9.645296227,0.150645252,0.028416045,0.017817287,2
0.006636542,0.377509581,28.15897232,0.859321574,0.032314102,0.066106546,0.008022866,0.252700612,9.638100863,0.268079162,0.035622688,0.007727367,2
0.015331118,0.432506064,28.1006728,0.698346448,0.012880509,0.066787804,0.007389683,0.249790424,9.643635424,0.373214156,0.041808188,0.004111046,2
0.022709635,0.454875493,28.0025261,0.489319875,0.009087032,0.061523543,0.005185335,0.220218098,9.664244675,0.459245912,0.045811246,0.015830246,2
0.028384853,0.443090381,27.86942731,0.243326156,0.032272584,0.050891533,0.002094613,0.171236636,9.69748876,0.520182245,0.046615944,0.02573007,2
0.032161341,0.399146138,27.70944382,0.025837702,0.054969893,0.036067614,0.001839011,0.101981917,9.741810345,0.551374918,0.043610948,0.032801733,2
0.034069768,0.328946369,27.53340682,0.302591387,0.075195587,0.018841861,0.00646545,0.016552521,9.793148418,0.550296549,0.036406066,0.035530024,2
0.034371423,0.241620188,27.35392843,0.570471006,0.090923852,0.001467697,0.010265779,0.066303849,9.843750038,0.515825758,0.025446338,0.033813202,2
0.033329383,0.146285476,27.18367023,0.812855957,0.100530319,0.014216545,0.012841325,0.141229614,9.889314071,0.448637827,0.011900642,0.028942696,3
0.031157617,0.051050968,27.03414391,1.014063885,0.103009405,0.026960056,0.014050966,0.202656688,9.925910517,0.351751407,0.002870631,0.021930605,3
0.028014217,0.037794344,26.91465129,1.160354158,0.098113253,0.036142606,0.013164231,0.23943993,9.949578449,0.229836613,0.017185753,0.01453912,3
0.023887389,0.117355074,26.8313201,1.240757757,0.086469935,0.042100296,0.010722924,0.255754601,9.960943706,0.0894397,0.029439306,0.008611552,3
0.018683733,0.18692706,26.78713512,1.248110883,0.069384257,0.045673518,0.007679319,0.257952035,9.961929174,0.060862982,0.038646441,0.00444782,3
0.012379883,0.246334799,26.78237259,1.179821051,0.048536311,0.047620506,0.00423447,0.244475511,9.953631121,0.211555291,0.04428138,0.001805395,3
0.005028144,0.295838494,26.81494422,1.038129737,0.025774197,0.04857809,0.000958063,0.21993514,9.939002287,0.352856537,0.046248038,0.000388406,3
0.003189134,0.335229079,26.88112674,0.830170007,0.002836745,0.048851441,0.00140203,0.190516667,9.921221687,0.475112174,0.045053779,0.000884906,3
0.011878181,0.362894101,26.97633095,0.567633383,0.018889355,0.048189573,0.002987156,0.153849199,9.901184869,0.569954153,0.041487366,0.00299748,3
0.020503733,0.376609007,27.0954044,0.265894088,0.038407098,0.046090433,0.003875652,0.111390218,9.879997162,0.631044593,0.03632973,0.006162598,2
0.028446891,0.373886776,27.23291722,0.057021814,0.055113767,0.041978323,0.003921096,0.067266821,9.85849518,0.654156138,0.030407432,0.010651234,2
0.035020918,0.352013514,27.38333395,0.38161809,0.06876449,0.03521939,0.003754997,0.017883314,9.835049968,0.637741166,0.024292347,0.016296675,2
0.039614254,0.309485349,27.54070683,0.688341502,0.079272936,0.025519735,0.003867913,0.036734551,9.808646204,0.583040902,0.018088292,0.022032903,2
0.041806381,0.246805721,27.69846605,0.95881662,0.086551757,0.013125183,0.004147046,0.090847916,9.77979749,0.493432716,0.011704109,0.02694541,1
0.041360931,0.16603612,27.8495118,1.176814167,0.090471272,0.001394228,0.004548685,0.141212903,9.748965453,0.37410771,0.004990728,0.030599294,1
0.038224648,0.070689907,27.98631383,1.329128239,0.090826388,0.017276203,0.005324666,0.188733599,9.716426958,0.231946527,0.002294364,0.03254289,1
0.03259557,0.033574908,28.10099014,1.406362951,0.087286709,0.033420969,0.006766569,0.234530901,9.683439879,0.075229471,0.010482479,0.031830379,1
0.024987788,0.138541957,28.18565349,1.403449982,0.079418178,0.048247166,0.008338228,0.271269759,9.654320274,0.087179681,0.019658772,0.027655403,1
0.016125874,0.234919654,28.23335098,1.319728938,0.066892692,0.060060842,0.009199825,0.290594851,9.633897016,0.246562919,0.029306467,0.020337782,1
0.006762052,0.31429867,28.23913749,1.15885333,0.049736037,0.067557001,0.008994458,0.289869416,9.62524876,0.394385048,0.038480632,0.010863835,1
0.002424375,0.370073153,28.20082664,0.928682785,0.028459707,0.069986267,0.007702795,0.269602104,9.629929638,0.522398854,0.04607774,0.000301547,2
0.010852063,0.397625033,28.11939283,0.641086091,0.004078523,0.067078254,0.005607087,0.23236448,9.647990189,0.622881716,0.051091689,0.010602855,2
0.018030558,0.394378235,27.99909244,0.311530958,0.021947239,0.058914517,0.002451396,0.174331165,9.679862031,0.689317792,0.052625367,0.020968194,2
0.023661483,0.361043099,27.84755464,0.041696631,0.047734938,0.04619995,0.001691585,0.097264808,9.72318807,0.716941585,0.049904033,0.029171128,2
0.027672368,0.301722091,27.67526835,0.398305069,0.071150354,0.030276384,0.005696766,0.013638518,9.77239014,0.702476258,0.042824919,0.034392484,2
0.030068437,0.222145765,27.4944013,0.736860871,0.090156423,0.012576489,0.009263852,0.07379926,9.823947278,0.644831329,0.031916567,0.036633233,3
0.030925301,0.129593845,27.31787827,1.036139163,0.103010925,0.005399458,0.012335655,0.16187659,9.873984062,0.545941609,0.017962812,0.035460631,3
0.030428284,0.032839004,27.15837727,1.276581566,0.108426912,0.022021437,0.014199809,0.239247117,9.917224365,0.410466968,0.002172494,0.030959327,3
0.02878302,0.059457017,27.02701337,1.441624229,0.105800918,0.035921409,0.014537651,0.299086527,9.950132398,0.24576304,0.013915552,0.024060997,3
0.026171924,0.139657282,26.93234964,1.5190758,0.095306385,0.046182838,0.013640376,0.340518628,9.971117696,0.061940311,0.028807844,0.015676673,3
0.022821002,0.200842959,26.87990716,1.502398612,0.077807727,0.052130582,0.012092967,0.364372722,9.979582976,0.128630298,0.041323482,0.006035023,3
0.019081354,0.236605849,26.87189579,1.391526499,0.054714905,0.053095536,0.009571335,0.360875457,9.97347573,0.312733178,0.050483726,0.004572899,3
0.015303086,0.243189897,26.90668646,1.192860202,0.027979923,0.048887796,0.005486222,0.321530792,9.951951862,0.477850013,0.055258958,0.014349957,3
0.011645477,0.221484926,26.97867298,0.91882234,4.05E-05,0.040317159,0.000674593,0.255710689,9.918566655,0.612403245,0.055015516,0.021500932,3
0.008135544,0.175795039,27.07917511,0.587285011,0.026520652,0.028770348,0.004000394,0.171999176,9.877167968,0.706397107,0.049837926,0.025582574,3
0.004754477,0.112586443,27.19753105,0.220434804,0.049305025,0.015775639,0.008199416,0.07514881,9.831292554,0.752746504,0.040277022,0.026539894,2
0.001434043,0.040130939,27.32212222,0.156854681,0.066321184,0.002906214,0.011467285,0.026893132,9.785477827,0.747845897,0.027296451,0.024535193,2
0.001922135,0.032277343,27.44154654,0.518837658,0.076190774,0.008374616,0.013518038,0.126752424,9.744118168,0.69186684,0.012222486,0.019990448,2
0.005420957,0.09508528,27.54572092,0.840833853,0.078282466,0.016806943,0.01431029,0.218202156,9.711004223,0.588897416,0.003427246,0.013330056,2
0.009186991,0.139077144,27.62678333,1.101149651,0.072750139,0.021323269,0.013853431,0.293764053,9.689630948,0.446706538,0.018110342,0.004865005,1
0.013332911,0.156562398,27.67989657,1.282722973,0.060534859,0.021172374,0.011577962,0.339782819,9.684101844,0.275864457,0.030187215,0.004423766,1
0.017806564,0.143717748,27.7039997,1.374321039,0.043380653,0.016415979,0.007692003,0.353108625,9.694483142,0.089085103,0.038071858,0.01271519,1
0.022375337,0.101000852,27.70173873,1.371560255,0.023620568,0.007901264,0.003235612,0.337937504,9.717830912,0.099120879,0.040904192,0.019070654,1
0.026737249,0.032440391,27.67884332,1.277382832,0.00383259,0.00311309,0.001973008,0.287021755,9.753082906,0.274338844,0.038349818,0.022507183,1
0.030430847,0.053187213,27.64367129,1.101591159,0.013351475,0.014670643,0.007222721,0.208097274,9.794278651,0.423575862,0.030542335,0.021498724,1
0.032903829,0.143771014,27.60591075,0.860073749,0.025623928,0.024471434,0.01105839,0.117224421,9.833475766,0.535650489,0.018699612,0.016237027,1
0.033722702,0.226756496,27.57489711,0.573495019,0.031428615,0.030640896,0.013377711,0.019142527,9.866195981,0.602927478,0.004624365,0.007649277,2
0.03257751,0.2900633,27.55844857,0.265263123,0.030123049,0.031806223,0.013712391,0.073124399,9.88687193,0.622032105,0.00965174,0.003185472,2
0.029337334,0.323942061,27.56164112,0.040565174,0.022104021,0.027365433,0.012104559,0.15172581,9.892902255,0.593819101,0.02197157,0.014482612,2
0.024048961,0.321921292,27.58611069,0.321473819,0.008737965,0.017475463,0.009145587,0.211990473,9.883929945,0.523505132,0.030641356,0.025043949,2
0.016888575,0.28131159,27.62981029,0.55837122,0.007845063,0.002883694,0.004511488,0.240316806,9.859255851,0.419313584,0.034316415,0.033264475,3
0.008286458,0.205105078,27.68686549,0.736828748,0.024912345,0.014720607,0.00118012,0.237027219,9.822881214,0.291644008,0.032172332,0.037094034,3
